"Amnesty International, Founder and President; Founding the club as a space to raise awareness on human rights issues across the globe, we had led discussions, planned fundraisers and events."
Cofounder of the club / Protagonist; We performed two plays in school. The first one is an adaptation of an LGBT American film. The second play is a traditional Chinese Play.
"Co-Founder, The Project; Service club that gives underprivileged children opportunities to innovate, and use their creativity by building toys with recylable material."
Founder and Leader; Started a cricket club and created a regular playing schedule at the American School of Bombay.
"Japanese Culture Club, Founder & Vice chairperson; Initiated Japanese culture club via visual arts, flower arranging (Ikebana), tea ceremony & Japanese drama, sharing/appreciating varied esthetics."
"Computer Science Club: Founder; Since my school lacks Computer Science classes, I wanted to give students the opportunity to explore and learn about Computer Science and Programming."
Co-Leader and Founder of Quaker Bakers; Quakers Bakers is a club revolved around baking and eating sweets and donating money raised to food charities.
"President and Founder, Lion's Heart Encino Chapter; Founded Encino Chapter Girls Group in 10th gr.; President's Volunteer Service Award; Torchbearer Award. Organized volunteer activities for the group."
Co-Founder and President of Protecting the Pantry; Collect non-perishable goods for donation to food pantry at National Council of Jewish Women; 25 active club members.
Founded charity orginization; I organized a charity in Bangladesh during my freshman summer. I helped fundraise money and allocated it to the homeless by giving them necessities.
Co-Founder/Co-President of Kefi Club; Led 50-person monthly meetings to raise funds/supplies for Nicaraguan after-school center; Participated in Nicaragua service trip to construct center.
Burger Brigade Homeless Project Co-Founder; I lead a group of teens and families into downtown Fort Collins to hand out burgers and cookies to the homeless once a month.
Founder and President of Political Science Club; Creation of lesson plans; systematic evaluations of political parties and structure; weekly observation of current events and election polls .
Founder of LIFT - Leaders Involved For Tomorrow; Worked with students to develop potential solutions to global issues and partnered with nonprofits to create community awareness projects.
President and Founder of Economics Club; My interest in economics led me to create this club to provide a panel to discuss trends & trade year-long on a virtual stock market; lead 30 members.
Hearts for Kawasaki: Founder; Raised awareness for Kawasaki disease. Held information seminars at local churches. Raised funds and did one-on-one counseling.
Founder; Nepal Earthquake Relief Fundraiser; Organized a school-wide fundraiser for victims of the Nepal earthquake. All money raised was donated to Direct Relief.
Founder and President; Showcase Music Club; Members play music at assisted living centers during the year as community service. Organize all events; number of members increased from 19 to 57.
"Founder/Teacher, Public Speaking Camp; Co-founded 1-week summer camp to teach public speaking skills. Developed curriculum, advertised, taught class (8-12 kids each year)."
"Founder/Director of Girls Summer Craft Camp; Ran a craft camp for girls ages 5-10 with daily activities, marketed camp, maintained budget, worked and managed staff."
"Co-Founder of Project Unify Club at high school; Working to integrate Special Education students with rest of student body more, represented school in Tomtom Founder's Festival and won $250 grant."
"Treasurer, Founder / H.O.P.E. Club; Help Our Planet Earth Club / Held environmental activities for 300 people and had meetings with the environmental commission members of Paramus."
Founder and President of school MUN club; Organized workshops and recruited new members; liaisoned between students and school; represented school for national and international conferences.
"I founded and was the captain of the Yoga Club.; During my sophomore year, I created the first high school Yoga Club in Henry County. ."
"Co-founder, Deliver Dreams Non-Profit; Co-founded an organization that funds medical care for those in third-world countries."
"Co-founder of Spark tutoring; Student-run organization, students tutor kids of all ages, prominent in the Metro-Decatur area."
"Founder & President, Hope Brought By Can Tabs; Organized can tab drives, collecting more than 1,700 tabs in 2 months during SSCC Kindness Week; donated tabs to build prosthetic legs."
"Co-Founder & Leader, Flute Quartet; Co-founded a student-driven flute quartet for the high school community; met every week after  school and practiced together as a team."
"Co-Founder & lead guitarist of band ""Mainstreet 7""""; As a student band, Mainstreet 7 have released 3 studio albums, performed for countless charity events, and received Future Star Grant from city."
Founder and lecturer of Language & More seminar; Language & More is a weekly seminar where I tutor freshmen English and we exchange views on various topics. Recognized as Innovative Club by the city.
"Co-Founder & Co-President, Student Union of Clubs; SUC promotes student club activities in a test-oriented Chinese high school. We inspired 15 new clubs and raised average club time from 1 to 3hr/week."
Founder and organizer of Subtitle Club; 56 members;translated & subtitled school promotional films;club produced qualified Chinese/English/Spanish subtitles for 20+ American & Spanish shows.
HeforShe Gender Equality: Founder & President; Founded & led gender equality awareness initiative. Recruited 60+ students as change agents. Supervise weekly programs & identify local inequities.
Speech & Debate Club: Co-Founder & Vice President; Hosted writing workshops for underclassmen & conducted one-on-one sessions to improve students' skills. Joined & competed in local debate league.
"Founder of the ""Act Now, Save Water!"" Committee""; A committee formed to help raise money to provide people in third world countries with clean water. We helped individuals in Ethiopia."
Founder and organizer of Blood Donations; An event in which staff from Children's Hospital Los Angeles gives students at my high school the opportunity to donate blood to help save lives.
President/Founder of Health Care Aid Club; Held weekly meetings to raise awareness of global health issues; coordinated fundraisers for local hospitals and those lacking basic health needs.
"President and Founder, History Honor Society; I plan, organize, and lead every meeting to revolve around academic exploration and community service."
President/Founder; I started this club to help complete various environmental projects in school and within the community.
"March for Maddie, Founder and Chair; charity walk with over 300 participants that raised over $30,000 for medical research."
"President, Founder, Youth Action Team; Organize/facilitate meetings and events, compile volunteer opportunities and share with members, promote member participation in projects."
"Founder/President - Language Out Loud Club; Created club to facilitate language learning through sharing of technological resources, cognitive discoveries, and research in language acquisition."
President/Founder of Health Care Aid Club; Led weekly meetings to raise awareness of global health issues; coordinated fundraisers for local hospitals and those lacking basic health needs.
"Peer Tutoring Club Founder and President; Tutoring program administration/coordination, Bio/Chem/Math tutor, 225 club tutoring hours in 2015-16, began local elementary school tutoring programs."
Neuroscience Club President and Founder; Learn about neuroscience in a group setting and spread awareness of brain diseases and disorders.
Founder / Students for Sensible Gun Laws; Recruited students to fight against gun violence and petition for stronger gun control laws. Met with the Brady Campaign and Generation Progress.
"Pencils of Promise Co-Founder; raised over $1,000 dollars last year; received 32+ hours of service from last year; coordinated fundraisers, bake sells, and volunteer events."
Founder and Chair of the Sports Committee; Coordinates all sports-related events in school/ Held the first GLP Sports Competition.
Chair and Founder of LIMBO; Movie Review Club/ Established an online blog: http://blog.naver.com/langhee1076.
"Founder, President; Carolina Forest Democrats Club; Started 1st chapter of High School Democrats at Carolina Forest High School; canvassed for local election, worked with Horry County Democratic Party."
Math League: Founder & Captain; Meet with members to prepare for math competitions through advanced math problem-solving; hold discussions on various schools of mathematical thought.
Amnesty APIS: Founder & President; Meet with members regularly to discuss human rights issues around the globe; organize and carry out fundraisers and campaigns; donate funds to NGOs.
Dance Club: Founder & President; Choreograph creative dance moves for the team; practice and perform for mini-concerts for various events in and out of school.
"Co-Founder- Theater Club; I co-founded the Theater Club. The founders' goal was to create a one-act play throughout the year, so that athletes could participate in theater."
"Founder- Working Wardrobes Service Learning Group; Our group organized a clothing drive, which lasted for four months. We donated the clothes to the charitable organization Working Wardrobes."
"Founder and President of Starriver \Roots & Shoots""; Organized first school charity fair, collected RMB 10,000. Recruited and trained new members and won school ""Best Club"" (out of 20 clubs).""."
"Founder and President of Spanish Honors Club; Organized weekly meetings, discuss Spanish culture & heritage, organize a car wash to raise funds for a scholarship for our most active member."
"Co-Founder and Treasurer; Organized the budget of our 30 person team, invested virtual money into stocks with aims to simulate the real stock market to gain virtual profits."
"School Debate Team: Founder, Captain; Founded the club and lead weekly debate sessions. Select team members and train with them to represent school. Held school-wise debate events."
"School Dance Club: Founder, Captain; Organize and manage flash mob events, half-time performances, and various service projects. Invited professional dancers to give dance lessons."
Founder and President of Science Club; Conduct water pollution test on school's lake and discuss issues such as water filtration system in developing countries and complexometric titration.
"Founder, Model United Nations; Initiated discussion to start MUN, recruited executive team & 16 members, organized debate meets to discuss Syrian refugees & South China Sea."
"Founder, Environment Protection Agency; Created campaign that focused on anti-smoking in public places & dumping cigarette butts on street, organized students to clean local parks & beaches."
Co-Founder of Xuhui Regional Drama Competition; Recruited 8 drama teams and attracted 400 audience from nearby community; Led participants through 3 rehearsals; Hosted the final award ceremony.
"Founder and Director of 5K run/walk; This is a charity 5K that I started to benefit a non-profit that protects the ecosystem, specifically marine life."
"Founder of student group, Girls United For a Cause; Student group that helps organize charity 5K, Dolphin Dash, and volunteers throughout Buffalo and helps other members start their own service projects."
"Founder/President- SWENext; Outreach program by the Society of Women Engineers to bridge the gender gap in engineering fields. I organize meetings, activities, lectures, trips."
Founder & President of Stress Management Club; Launched club to help students find healthy outlets for stress. Directed donations drive for local mental hospital & organized free Zumba/yoga classes.
Founder and President of Frisco High UNICEF Club; Conduct biweekly meetings; organized fundraisers to raise money for UNICEF and volunteer opportunities for members; advocated for children's rights.
"Co-founder and editor at Thought Kitchen; Thought Kitchen is a peer-run Facebook blog where both curated and original content, including prose, poetry, and art, is published by me."
Incubator Club: Co-President and Founder; Student-led support service for project-based and community-funded student learning initiatives; Encourages innovation and collaboration; 20 members.
Founder of Dance Therapy Group; Connect with Mexicali orphanage to offer free and therapeutic dance lessons: both face to face and online.
President; Co-Founder; Soles 4 Souls Club; Collect and donate new and used shoes for adults and children in need.
"Founder; Sole Proprietor; Em's Bracelets; Make, sell, and market my handmade beaded bracelets."
Co-President/Co-Founder of National Science Bowl; Started a science club to compete in a quiz-bowl competition. Organizes logistics of events and plans practices for students. Captain of main team.
Founder-Ella Hubbard Type1Diabetes Charitable Fund; Established fund. Recruited donors. Selected recipients. Provided funding for necessary diabetes education for over 50 low income recipients.
Founder of Type 1 Diabetes Siblings' Support Group; Recruited members. Organized meetings. Built social media presence. Fostered understanding. Inspired and Encouraged others. Raised Awareness.
Founder of School Pre-Med Club; Established club. Organized meetings. Recruited members and faculty sponsors. Enlisted medical professionals to speak at meetings.
Founder of UnderHill; UnderHill is the first student run app at our school. It provides fast news and an unfiltered student voice to the community.
Founder and Vice President of School Business Club; I host and lead discussion about business ideas. We made business plan about our venture ideas and were top 20 in the model entrepreneur competition.
Co-founder and co-president of Project True Blue; The sale of baked goods and foods to raise money to purchase highly needed supplies for local homeless shelters. I organize sales and meetings.
"Co-founder of ACT/SAT prep, Sunburst Youth Academy; Working with high school students in the Long Beach Juvenile Rehabilitation Schools to improve test scores and achieve college dreams."
Co-Founder Sage Hill Feminist Club; Host weekly discussions and invite speakers to promote community awareness of women's rights.
President/Founder/ Science Club; Working to compete in the science olympiad;I created this club so that students could pursue their love for science and help strengthen their backgrou.
"Co-Founder, Chongqing Federation of Student Unions; United high student clubs for resource sharing, organized several volunteer service activities for hospital, art exhibition and student community."
"President and Founder of the Military Club; provide community service to veterans and active duty soldiers in the military (raise money, send care packages, etc.)."
President and Founder of the Gay-Straight Alliance; Started an organization that prioritizes in building alliances and discussing policies that protect the LGBT community while creating a safe space.
Founder of Harmonies for Hope Project; Won Berkeley Alumni Assn grant to promote & teach a capella at Dickenson Elementary School; designed curriculum; recruited/trained student teachers.
Co-founder of English Public Speaking League; Wrote plans for league activities; Co-organized and participated in school public speaking activities; Encouraged students to speak up on stage.
Co-Founder; Science Innovation Club; Liaise with companies for sponsorship; Lead experiments to design devices such as Tesla Coils; Invite professionals to present and share ideas.
Founder; Archery Club; Lead weekly practices; Conduct experiments to improve equipment performance; Liaise with local schools to organize competitions and activities.
Co-Founder/Organizer; School Science Fair; Liased with IT and Cryptography lecturers; Helped teach web design classes; Organized decipher contests.
Founder and President of HanYul; Caring for and educating multicultural children of underprivileged families in Korea who are unschooled. Hold regular donation drives for their needs.
"Founder and initiator of the Medical card (medkey); Leaded a team of 65 volunteers, reached 50 doctors in the state and distributed the card among 150 people living below the poverty line."
"Stock Market Club - Co-President and Founder; 100+ members. I arranged club meetings, stimulated discussions, organized field trips and local competitions, and invited guest speakers."
"Founder/Director, TEDxInternationalSchoolOfBeijing; A student-led and organized, licensed TEDx conference with around 100 attendees, now held annually at the International School of Beijing."
"Vice President & Co-Founder, ISB Debate Society; Club dedicated to exploring different formats of debate. Vice President manages communications, and helps train club members for competitions."
"President/Founder, Weston Wildcats TV News Studio; Direct a newscast team of 10 reporters, collaborate with school newspaper, cover fresh stories and on-air reporting, produce on-air Youtube streaming."
"Founder of Brother's Bee Company; Created a beekeeping business with sales of honey and beeswax products in Georgia, Florida, and Alabama."
"Co-founder and Secretary, BHS Economics Club; We discuss current global economic events and teach members about the global financial market. We also purchase stocks per recommendation of members."
"Founders' Club Member; Represent and promote the school to protective families, trustees, college representatives and visiting guests.  ."
Co-Founder and President - Stock Market Club; Taught students about market trends and terminology; Researched and presented potential stocks to buy; Received highest grossing portfolio award.
"Co-founder and officer of a school club; Founded a new school club for LGBTQ+ and gender equality awareness. Recruited members, organized meetings and fundraised for local NGO."
Cofounder & Vice President: Global Football Club; Organized club's annual football events; Encouraged school spirit; Recruited students for school's football program.
"Co-founder/president of the school's Art Club; Founder/Vice-President of the school's Art club. We did exhibitions, collaborated with other clubs & directed several school activities."
"Founder of the First School Council; With the 34-page long council plan that I have prepared for 28 hours, 36 students in school have unanimously voted for the plan."
Founder/ President of Drug Abuse Resistance Edu.; I started this club because I was affected by drug related deaths. I educate the members on safety and resistance to harmful substances.
"Magnet Advisory Board, Founder-Freshman Mentoring; Matched freshmen and mentors, planned events for freshmen and mentors- Spring Fling, Freshman Picnic, Fall Festival, Lunch Activities, Tailgating."
Co-Founder; President; I co-founded the PAWS club on campus to raise funds to support our local animal shelter and coordinated over 20 volunteers for the shelter.
Leader/Co-founder of Harry Potter Club; Co-founded club based on love of the HP franchise and engaged over 45 students in club-based activities.
"President and founder, Baking Club; I started a baking club at my school for students to learn how  to bake desserts in the school kitchen during lunch."
"Owner/Founder of the Oasis High School Coffee Shop; I founded and manage the Java Hour Cafe, where I hire student baristas to make and deliver fresh beverages to students and teachers across campus."
"Co-President and Founder of Philosophy Club; Directed Socratic seminars each meeting, where the group discussed controversial issues and theoretic possibilities based on a researchable question."
"Co-founder & Exec. Director, Harker CareerConnect; Founded program to give opportunity to students to connect with professional life through mentorship, guest speakers, and networking conferences."
Coordinator/Founder; Toadally Awesome Fundraisers; Arrange fundraisers for the Savannah Riverkeeper non-profit via trading card tournaments.
Vice President/Cofounder; Jenkins Recycling Club; Created & instituted a program to collect recycling from each classroom at my high school.
Founder and Second Violin for Piano Quintet; Cooperated with musicians to spread our understanding of music to others; Won Piano Quintet National 1st (2015) and 3rd (2016).
"Founder and Captain; Founded a team that grew from 7 to 27 members, brought the team to competitions and marathon relays. Held dinners, fundraisers, and award ceremonies."
"Founder and President, ACES Studio: SMS Campus TV; Grew club from 10 to 100+ members; helped produce over 80 videos; website has over 360K hits: http://v.qq.com/vplus/8c1a846c7a6206a46327cef9581e0400."
Co-Founder/President - Hae-Sol; Community service group designed to coordinate tutoring programs for low-income Korean American middle school students.
"Teenager's Culinary Competition, Founder/Organizer; Organized a cooking competition for teenagers to promote healthy diets and traditional Chinese food culture; led team of 8 to create an event for 60+."
"Founder and President, Peer Tutoring Program; Organized weekly peer tutoring sessions at my school in which middle and high school students are tutored by upperclassmen."
"Founder, Science Club; A club that I founded as a freshman with three friends.  We are currently working on a podcast and a hydroponics tower."
"Founder/Supervisor, Strings in Action; A service club I founded as a junior with the Middle School Strings Teacher.  We teach Indonesian children how to play string instruments."
"co-founder , Favor; app that can be utilized at school."
"Bondaweb-notebook designing club; Founder; We recycle fabric and fibers from used clothes to make notebook covers, which are sold for charity fundraising."
Enigma (rock band); Founder and Bass player; Enigma has performed on the last graduation ceremony and on the shopping mall for collecting money for donating.
"Founder, Brookline Fall Prevention Program; Created, developed, and led fall prevention lectures at local nursing homes; proactively approached nursing homes to offer program."
"Founder, BHS Medical Club; Leads talks about medical ethics and identifies presenters to speak at meetings on a wide range of medical topics."
"Co-founder, US Academic Decathlon (USAD) Club; Persuaded the principal of my high school to authorize the club. Organized students to study materials for the tests and initiated group discussions."
"Mu Alpha Theta: Founder, President; Recruited over 200 members, created a school-wide math and physics tutoring infrastructure, established a competitive math team, led meetings."
"Model United Nation: Co-Founder, Vice-President; Managed conference selection and logistics, developed training curriculum to augment delegate skills, recruited 20 members."
"Founder of A Psychology Popularization Platform; Initiated an online interactive platform ""YourMind"" on Wechat; posted 100+ articles about psychological health knowledge and  gained 4500+ subscribers""."
Co-founder of Beijing 8 High Schools League(B8HSL); Co-founded B8HSL with 7 other Beijing high schools as 101 HS representative; scheduled activities and oversaw the events implementation.
"Founder & Chair, AUXILIUM; Learn challenges of agricultural development working with local farms raising cattle and organic tangerine; received Prudential Service Award."
"Co-Founder & Leader, WORLD ISSUES CLUB; Organized and led workshops, guest lectures, and school-wide conferences to raise awareness on human rights issues including child marriage."
"Founder, President, Club of Hui Culture; Site visited with members&studied Archaeological sites of Fanchang; Led members study Hui culture&architecture in Yuanquan Museum."
"Founder,Tianyuan Magazine,Club of Hui Culture; Raised money&founded the magazine to propaganda Hui Culture; provided platform for society members to share opinions and post photography works."
"Founder and Deputy Head, Students' Market, WFLA; Responsible for routine operation, including planning thematic markets, arranging positions for registered student sellers, purchasing items."
"Founder/President, Culture and Gender Club; Coordinated club operations, promoted culture and gender awareness, attended rallies, and spoke gender equality and unisex bathrooms on campus."
"Founder/President, Young Aboriginal Artist Society; Coordinated art and cultural promotional events such as exhibitions, flash mobs, video streamings of local young aboriginal artists."
"Founder, Children's Guild; Created the online community connecting achieved local Taiwanese high school students to mentor disadvantaged elementary school children."
Visions; Co-Founder; Student leadership group that allows all students to help and volunteer within their communities with out being an exclusive club.
"Founder, School Robot club; Recruited members; represented the team in several competitions; won 2nd prize in the National Youth Education Robot Olympiad (1st prize in Huadong)."
"Co-founder, Psychology Club; Collected knowledge and created introductory psychology material for members; learned dream analysis and other skills to build self-awareness."
"Founder, Jinling High School Culture Exchange Club; Organized regular meetings to discuss culture exchange; invited foreigners to share culture of their countries and their cultural experience in China."
Founder - ACES Studio; Founded and led one of Shenzhen's most influential student studios; recruited over 100 members; produced 70 videos; obtained 1000 RMB in sponsorships.
Founder - Education Platform; Built an online platform; crowd-sourced educational resources and application advice from high school and college students.
Co-founder of VOICE club; Created a platform for students to spread their worthy ideas. Took photos of the activities and edited the website of the club.
"Founder/President of Foreign language Drama Club; The Foreign Language Drama Club consists of students who enjoys writing drama script, directing plays and performing in different foregin languages."
Leader and founder of a medical research; Researched on the degree of co-operation of patients who receive Lumbar puncture and its relation with their temperament.
Leader & Founder of the Clarinet Quartet; I lead a clarinet quartet that practices weekly. I hold auditions for members and organize performances as well.
Marian Bridge Club: Founder and President; Established a bridge club in our school and taught a few students the basics of Bridge.
"Founder/President-MIT Launch Club; School's first entrepreneurship club. Fundraised to pay for club activities, taught business fundamentals to students, organized and directed meetings."
"President/Co-Founder - Peer to Peer Tutoring; Tutored 100+ students in math, recruited 10 tutors, coordinated tutoring days with teachers, organized transportation for tutors, expanding program."
"Business Club - Co-President/Co-Founder; Organized Shark Tank entrepreneurship competition, wrote club constitution, currently securing funds to create club joint portfolio."
"Founder/Performer, Musicals for Charity; Singing group that entertains elderly residents in assisted living residences."
"Migratory Bird Protecting Association, Founder; I led 25 club members dismantle bird traps, changed a man from killing to protecting birds, and organized an environmental summer camp for 20 students."
"Founder of a stray cat saving campaign; Saved stray cats for 6 years, initiated a found-raising campaign and raised 10000 yuan for sheltering and feeding stray cats in my city."
"Co-Founder of Humans of Syosset High School; Interview and take photos of students and teachers. Shares their stories on a Facebook page that has garnered over 900 ""likes.""""."
"Founder; Collective Center for Stray Animals; Taking care of stray dogs and cats, raising money for their daily cost, raising neighborhood awareness about local conditions for animals."
"Helping Hand, Founder & President; Communicated with local hospital staff to identify patients in financial need and organized fundraisers and donations to cover medical expenses."
"Founder: Fellowship of Christian Athletes (Sayre); I am a leader and founder of FCA at my high school. Each week, I search for speakers and give weekly devotionals to my peers."
"Vera Short Film Club, Founder & Director; Recruit & interview actors, write script & scout locations, direct films; direct video editing team, advise & direct actors, act in films."
"President and Founder of the Women in STEM Club; I organize, plan, execute, and lead all club meetings. I represent the club among the school and within the San Antonio area at STEM events."
FISH (Finance) Club Co-Founder & Co-President; Please see additional information section for my accomplishments.
"Founder, leader; fraternity club for school elites; 15 students; Brainstorm for career decisions; members made presentation about various businesses and fields; visited colleges and traveled together."
"co-founder and manager; opening online store; Started an online store to sell silver jewelries; purchased goods from market, advertised my products by posters, leaflet, and marketed to consumers."
"Co-founder; organization for helping homeless dog; Built doghouse, tended ill dogs, provided food for stray dogs routinely."
Founder; first badminton club in my high school; Communicated with school to arrange court for badminton; Held badminton competition every semester; Got a coach sometimes to train members.
"Company Founder and CFO, FastFox E-Commerce, DBA.; In 2015, I founded FastFox to create a convenient way for individuals to sell items online. Additionally, I also handle all social media pages."
"Founder, Community of American TV Series; I opened my own community focused on dubbing on the Community of American TV Series."
"Founder and President. Firefly Book Drive.; Collected over 3,000 books for 3 underprivileged schools in Jiangxi Province; helped to set up a reading room for 118 kids in a rural village school."
Founder of an original website; Launched my own website that talks about animal protection; Organized lectures about specified theme at campus; Edited and spread related video.
"Aero-fit Club, Founder and President; Founded the club in 2015 and held classes more than three times a week. Helped club members to improve physical fitness, make exercise plans."
"Founder and Director of Non-profit; I founded a non-profit, Copilot, to improve mental health access, informed by my personal battle with depression."
"Founder at a startup; I cofounded Disverse, a startup which allowed users to anonymously ask and answer their friends' questions. I sold it in 9th grade for $15000."
"Founder-Startup Hub - Social Entrepreneurship Club; Connected alumni entrepreneurs to students & promoted interactions through a website made for this. Organized business talks, debates & festivals."
"Leader & Founder - Liter of Light, Mussoorie; Aimed to reuse plastic bottles to provide solar light.Surveyed villages,installed lights in slums & raised funds.Teamed up with parent organization."
Founder and President of STRAYS; Founded the biggest animal protection student organization in SH. Organize 30+ online and offline activities to help stray animals.
"Club President&Founder; Vocaloid Seminar; Taught club mates to use software including Vocaloid, MikuMikuDance, and Corel VideoStudio; compounded high-quality school song for high school."
"Founder, Psychology Club; Organized a site for our school where students can share their worries, as well as a Psychology fair."
Misit Logistics // Co-Founder; Currently in the process of creating this logistics business. Frequently network with other business owners and attend programming classes.
Founder of  Popular Music Band; Play bass and electric guitar;lead the whole band members to practice and perform;performed in  a company's ceremony&a graduation party.
Founder/President; Started a badminton club with around 15 members. Set up monthly matches and designed T-shirts.
"Che(Podcast Station), Founder; Recruit members, research topics, organize club meetings & direct podcast production; record, edit, upload & advertise podcasts on social media."
"Founder, ZZFLS Linguistics Club; Organize weekly meetings in which members explore the relationship between language and culture through discussions, movie nights, and lectures."
"Founder, Magazine for parents with autistic kids; Collecting useful info by interviewing experts&families of autistics, and visiting autism-help orgs; organizing crowdfunding for our first 100 volumes."
Founder; Provided free Vocal Guitar classes for students. Operate  monthly public unplugged performances. 2nd prize in Ho Chi Minh city choir contest.
Co-founder; Acted as a Student Council of Medical school.Ininitated discussions and debate on school issues between students and deans.
"Co-Founder & Executive Officer for Test Prep Club; Co-founded and was president for Test Prep Club at my high school, a club providing SAT/ACT Prep services from volunteers to students/club members."
"Founder, Int'l Inclusive Student Association; Established a group where students study in a collaborative fashion for the senior entrance exam; initiated a group website to upload study resources."
"Co-Founder of Invest Society; Society focuses on entrepreneurship, current affairs in finance, and technological advances. My role is finding speakers and leading discussions."
"Founder & President, I-High Volunteering Group; Recruited and organized members; coordinated volunteer activities with libraries, zoos, museums, and social charities."
"Forensics Camp, Founder & Director; Summer debate camp for students in grades 4-8. Fostered research, writing, and verbal skills. Proceeds donated to library and HS Forensic team."
Co-Founder and Leader of Academic Games Club; I started the Academic Games Club in school. Attended international tournament in Amman. My team won 3rd place and I came 2nd in the Math Challenge.
Founder: Entrepreneurship Club; Introduced the entrepreneurship concept to the school. Co-founded and organized the Enka Junior Achievement Conference. Managed a team of 11 students.
"Math Club: Co-Founder, President; With other leaders, I organize math competitions, peer tutoring, and guest speaker presentations. Our club has increased students' interest in math."
Founder of school Math Modeling Club; Recruited members; led members to model local air quality with a math professor in Shandong University; participated Shing-Tung Yau HS Math Awards.
"Co-founder/chief lecturer of the Chess Club; Organized club recruiting, introduced chess basics, organized chess competitions and practices."
"Founder of School Math Club; I united students to discuss math together, gave lectures for Math Olympics, and grew our club to over 50 members, all admiring the mystery of math."
Founder and President of Indian Films Club; Screen Indian films and hold discussions regarding films to increase awareness of Indian cinema at school.
French Club Co-Founder & Secretary; Founded French Club to use French outside of the classroom & have the ability to learn the culture. Ended b/c no sched space for French in 11th.
"Founder and President of Science Olympiad team; I organize the team's resources/events; led team to our first Regionals. I placed in top 10 in Disease Detectives, Write It Do It, and Air Trajectory."
"Co-Founder of Rock Band, Flight Crew; Keyboardist (12 years), sax, songwriter, frequent paid and volunteer gigs (prom, restaurants, parties, etc.), wrote and recorded 2 songs."
"Stock and Finance Club: Co-Founder/Board member; As Event/Fundraising Coordinator I raised over $2000 through food sales and a district ping pong tournament, Invested in CPXX for 275% gain."
"Founder and President of Soul-y Nutrition Club; Conduct meetings to discuss nutrition, cooking, healthy food concepts; plan fundraising events to raise awareness for the club from the community."
"Co-Founder Service Project Calzando a Puerto Padre; Collected 700 pairs of shoes for school aged children in Cuba. We worked with a local church parish, visited Cuba, and helped distribute the shoes."
"Founder; Literature Club; Organized activities like writing competition within school; wrote short fictions for club magazine ""Xiazhi"" read by 500 students annually""."
Camping Club President & Founder; Educated students of safely participating in outdoor activities and encouraged their participation. .
President and Co-Founder (Shark Book Club); Created a schoolwide monthly book discussion group.
Founder of the JIBE program and conference.; A friend and I had a crazy idea to launch the only large scale ecological conference for young adults in the country.
Founder of the debate club Juntos Podemos; I go to a school in a rural part of Panama to teach kids how to debate so they express themselves better and are more aware of the world around them.
"Christopher Columbus Coding Club Founder/Secretary; With a friend, I helped initiate the club. Once the club was founded, I organized the club schedule, meetings, and lesson plans."
Club Founder and Meeting Organizer; Founder and meeting organizer for Upstanding Friends(club that promotes self-acceptance and empowers members to present and solve personal issues).
"Co-founder/lecturer, ""International Days"" project""; I do lectures and activities throughout all IFRN's Campi, promoting exchange activities in favor of IFRN's students internationalization."
"Newspaper Founder, Chair, Editor & Layout Designer; I direct meetings (monthly), edit articles/format the newspaper, and manage printing and distribution (bimonthly)."
"Team Captain Relay For Life (founder at Trinity); I founded the Relay For Life at Trinity, recruited team members, and coordinated our team participation in the area wide event, raising over $2000."
"Founder and President of Trinity Volleyball Club; My school does not have a male volleyball team, so my friend and I founded a recreational club.  We've had huge success (110 members, 1/4 of students)."
"Founder and President, Jewish Student Union; Initiated club with over fifty active members, brought in guest speakers, & empowered students by lecturing on current issues facing the Jewish people."
"Founder & Coach, PCS Volleyball Program; Organized volleyball team at Pleasantville Cottage School, a home for emotionally troubled children. Coach girls and lead team-building activities."
Co-founder of Period Pals; WE collect feminine products to donate to local homeless women in the county.
"Founder, collection and managing; I collect disposable batteries from students to dispose of properly."
"Founder; managing and planting; First garden in school, all harvests donated to homeless shelters."
President/Founder of the school Book Club; Biweekly meetings were held where book discussions would occur among a group of high school students.
String Club; Founder and President; Created selective string ensemble; held regular practices in order to improve member's skills; performed monthly at school chapel events.
"Bioengineering Club; Founder and President; Founded to encourage, fund, and conduct bioengineering researches and experiments, especially on genetic engineering."
Founder/Fashion Boutique; Opened my own clothing online shop/Searched for clothing sources and designed some products/ Photographed look book and managed the business.
"Peer Counselling for IB, Co-founder; Served as an advisor and organized the orientation trip for prospective IB students."
Founder & Executive Director of Linking Letters; I founded a nonprofit organization that serves more than 18 senior care facilities and 2 schools in Buncombe County.
"Road To Recovery (R2R), Cofounder and President; Organize weekly visits to rehabilitate 6 stroke and polio patients by providing physical therapy with 30 trained members; created website for outreach."
"Vice President/Co-Founder, XBHS Finance Club; Educated multiple students twice each week, and ran a stock market simulator used by over 350 students."
"Founder and President, Reading Buddies; Founded award-winning program in 2012 to pair Scarsdale HS students with low-income elementary students; manage 40 mentors; organize fundraisers."
"Real Estate Club; Founder, Vice President; Learned about real estate through invited speakers."
President and Founder; Faces of the Homeless; Formulated at Duke Imagine camp; started student club that raised funds for after school program and volunteered at local homeless shelter.
"President and Founder of Appalachian Project; Organize clothing and shoe drives for children in Harlan County, KY. Started a peer letter exchange between students at Brunswick and in Harlan County."
"Founder and President of the Economics Club; Founded the Economics Club of Istanbul High School, Elected as the first president of the club, Tutored microeconomics and macroeconomics lessons."
