commonappid,actnum,hondet,commonactid
16016853,3,"Pencils of Promise Co-Founder; raised over $1,000 dollars last year; received 32+ hours of service from last year; coordinated fundraisers, bake sells, and volunteer events.",160168533
16017122,5,Founder and Chair of the Sports Committee; Coordinates all sports-related events in school/ Held the first GLP Sports Competition.,160171225
16017122,6,Chair and Founder of LIMBO; Movie Review Club/ Established an online blog: http://blog.naver.com/langhee1076.,160171226
16017123,3,"Founder, President; Carolina Forest Democrats Club; Started 1st chapter of High School Democrats at Carolina Forest High School; canvassed for local election, worked with Horry County Democratic Party.",160171233
16017424,1,Math League: Founder & Captain; Meet with members to prepare for math competitions through advanced math problem-solving; hold discussions on various schools of mathematical thought.,160174241
16017424,3,Amnesty APIS: Founder & President; Meet with members regularly to discuss human rights issues around the globe; organize and carry out fundraisers and campaigns; donate funds to NGOs.,160174243
16017424,7,Dance Club: Founder & President; Choreograph creative dance moves for the team; practice and perform for mini-concerts for various events in and out of school.,160174247
16017467,3,"Founder- Working Wardrobes Service Learning Group; Our group organized a clothing drive, which lasted for four months. We donated the clothes to the charitable organization Working Wardrobes.",160174673
16017763,2,"Founder and President of Starriver \Roots & Shoots""; Organized first school charity fair, collected RMB 10,000. Recruited and trained new members and won school ""Best Club"" (out of 20 clubs)."".",160177632
16017850,4,"Founder and President of Spanish Honors Club; Organized weekly meetings, discuss Spanish culture & heritage, organize a car wash to raise funds for a scholarship for our most active member.",160178504
16017850,6,"Co-Founder and Treasurer; Organized the budget of our 30 person team, invested virtual money into stocks with aims to simulate the real stock market to gain virtual profits.",160178506
16017859,3,"School Debate Team: Founder, Captain; Founded the club and lead weekly debate sessions. Select team members and train with them to represent school. Held school-wise debate events.",160178593
16017859,5,"School Dance Club: Founder, Captain; Organize and manage flash mob events, half-time performances, and various service projects. Invited professional dancers to give dance lessons.",160178595
16017945,1,Founder and President of Science Club; Conduct water pollution test on school's lake and discuss issues such as water filtration system in developing countries and complexometric titration.,160179451
16018058,1,"Founder, Model United Nations; Initiated discussion to start MUN, recruited executive team & 16 members, organized debate meets to discuss Syrian refugees & South China Sea.",160180581
16018058,2,"Founder, Environment Protection Agency; Created campaign that focused on anti-smoking in public places & dumping cigarette butts on street, organized students to clean local parks & beaches.",160180582
16018071,8,Co-Founder of Xuhui Regional Drama Competition; Recruited 8 drama teams and attracted 400 audience from nearby community; Led participants through 3 rehearsals; Hosted the final award ceremony.,160180718
16018075,8,Secretary of Gardening Club; Founding member.,160180758
16018081,1,"Founder and Director of 5K run/walk; This is a charity 5K that I started to benefit a non-profit that protects the ecosystem, specifically marine life.",160180811
16018081,4,"Founder of student group, Girls United For a Cause; Student group that helps organize charity 5K, Dolphin Dash, and volunteers throughout Buffalo and helps other members start their own service projects.",160180814
16018394,3,"Founder/President- SWENext; Outreach program by the Society of Women Engineers to bridge the gender gap in engineering fields. I organize meetings, activities, lectures, trips.",160183943
16018464,3,Founder & President of Stress Management Club; Launched club to help students find healthy outlets for stress. Directed donations drive for local mental hospital & organized free Zumba/yoga classes.,160184643
16018890,2,Founder and President of Frisco High UNICEF Club; Conduct biweekly meetings; organized fundraisers to raise money for UNICEF and volunteer opportunities for members; advocated for children's rights.,160188902
16018937,5,"Co-founder and editor at Thought Kitchen; Thought Kitchen is a peer-run Facebook blog where both curated and original content, including prose, poetry, and art, is published by me.",160189375
16019292,5,Incubator Club: Co-President and Founder; Student-led support service for project-based and community-funded student learning initiatives; Encourages innovation and collaboration; 20 members.,160192925
16019762,2,Gunn High Toys for Pups Club President; Founded club for making dog tugs for fundraising & use by CCI training center; raised service dog awareness; featured in school TV station & newspaper.,160197622
16020139,6,Founder of Dance Therapy Group; Connect with Mexicali orphanage to offer free and therapeutic dance lessons: both face to face and online.,160201396
16020156,1,President; Co-Founder; Soles 4 Souls Club; Collect and donate new and used shoes for adults and children in need.,160201561
16020156,5,"Founder; Sole Proprietor; Em's Bracelets; Make, sell, and market my handmade beaded bracelets.",160201565
16020168,1,"President of Art Inspire (free art club for kids); Founded club, taught about 300 children, coordinate weekly classes with 2 libraries, prepare materials and design lessons, oversee 9 club helpers.",160201681
16020336,2,Co-President/Co-Founder of National Science Bowl; Started a science club to compete in a quiz-bowl competition. Organizes logistics of events and plans practices for students. Captain of main team.,160203362
16020336,9,Volunteer STEM Teacher at local schools; Taught a biotechnology summer camp at high school for middle schoolers. Founder of a math/chess summer camp. Youth science fair mentor and judge.,160203369
16020752,4,Founder-Ella Hubbard Type1Diabetes Charitable Fund; Established fund. Recruited donors. Selected recipients. Provided funding for necessary diabetes education for over 50 low income recipients.,160207524
16020752,5,Founder of Type 1 Diabetes Siblings' Support Group; Recruited members. Organized meetings. Built social media presence. Fostered understanding. Inspired and Encouraged others. Raised Awareness.,160207525
16020752,6,Founder of School Pre-Med Club; Established club. Organized meetings. Recruited members and faculty sponsors. Enlisted medical professionals to speak at meetings.,160207526
16020837,1,Founder of UnderHill; UnderHill is the first student run app at our school. It provides fast news and an unfiltered student voice to the community.,160208371
16020885,2,Founder and Vice President of School Business Club; I host and lead discussion about business ideas. We made business plan about our venture ideas and were top 20 in the model entrepreneur competition.,160208852
16020970,1,Co-founder and co-president of Project True Blue; The sale of baked goods and foods to raise money to purchase highly needed supplies for local homeless shelters. I organize sales and meetings.,160209701
16020983,6,"Co-founder of ACT/SAT prep, Sunburst Youth Academy; Working with high school students in the Long Beach Juvenile Rehabilitation Schools to improve test scores and achieve college dreams.",160209836
16020983,7,Co-Founder Sage Hill Feminist Club; Host weekly discussions and invite speakers to promote community awareness of women's rights.,160209837
16021209,4,"Outreach Coordinator, National Veterans Foundation; Run social media campaigns for NVF, working closely with the staff and founder. Recognized by the local ABC affiliate as a ""Cool Kid"" for my work."".",160212094
16021390,8,President/Founder/ Science Club; Working to compete in the science olympiad;I created this club so that students could pursue their love for science and help strengthen their backgrou.,160213908
16021468,3,"Co-Founder, Chongqing Federation of Student Unions; United high student clubs for resource sharing, organized several volunteer service activities for hospital, art exhibition and student community.",160214683
16021511,6,"President and Founder of the Military Club; provide community service to veterans and active duty soldiers in the military (raise money, send care packages, etc.).",160215116
16021511,7,President and Founder of the Gay-Straight Alliance; Started an organization that prioritizes in building alliances and discussing policies that protect the LGBT community while creating a safe space.,160215117
16021526,1,"President & founding member, Environmental Club; Started composting @ my school & got my friend group to empty the bins w/ me everyday, helped build school garden, biannually plant it, donate produce.",160215261
16021617,3,Founder of Harmonies for Hope Project; Won Berkeley Alumni Assn grant to promote & teach a capella at Dickenson Elementary School; designed curriculum; recruited/trained student teachers.,160216173
16021663,3,Co-founder of English Public Speaking League; Wrote plans for league activities; Co-organized and participated in school public speaking activities; Encouraged students to speak up on stage.,160216633
16021794,3,Co-Founder; Science Innovation Club; Liaise with companies for sponsorship; Lead experiments to design devices such as Tesla Coils; Invite professionals to present and share ideas.,160217943
16021794,4,Founder; Archery Club; Lead weekly practices; Conduct experiments to improve equipment performance; Liaise with local schools to organize competitions and activities.,160217944
16021794,6,Co-Founder/Organizer; School Science Fair; Liased with IT and Cryptography lecturers; Helped teach web design classes; Organized decipher contests.,160217946
16021957,1,Founder and President of HanYul; Caring for and educating multicultural children of underprivileged families in Korea who are unschooled. Hold regular donation drives for their needs.,160219571
16022319,1,"Founder and initiator of the Medical card (medkey); Leaded a team of 65 volunteers, reached 50 doctors in the state and distributed the card among 150 people living below the poverty line.",160223191
16022319,5,"President of SELVA; Founded the organisation, leaded 100 volunteers, and organised health camps, animal welfare camps, fund raising events and a tree plantation drive.",160223195
16022352,3,"Stock Market Club - Co-President and Founder; 100+ members. I arranged club meetings, stimulated discussions, organized field trips and local competitions, and invited guest speakers.",160223523
16022420,1,"Founder/Director, TEDxInternationalSchoolOfBeijing; A student-led and organized, licensed TEDx conference with around 100 attendees, now held annually at the International School of Beijing.",160224201
16022420,4,"Vice President & Co-Founder, ISB Debate Society; Club dedicated to exploring different formats of debate. Vice President manages communications, and helps train club members for competitions.",160224204
16022517,5,"President/Founder, Weston Wildcats TV News Studio; Direct a newscast team of 10 reporters, collaborate with school newspaper, cover fresh stories and on-air reporting, produce on-air Youtube streaming.",160225175
16022666,1,"Founder of Brother's Bee Company; Created a beekeeping business with sales of honey and beeswax products in Georgia, Florida, and Alabama.",160226661
16022791,7,"Co-founder and Secretary, BHS Economics Club; We discuss current global economic events and teach members about the global financial market. We also purchase stocks per recommendation of members.",160227917
16023028,4,Co-Founder and President - Stock Market Club; Taught students about market trends and terminology; Researched and presented potential stocks to buy; Received highest grossing portfolio award.,160230284
16023073,3,"Co-founder and officer of a school club; Founded a new school club for LGBTQ+ and gender equality awareness. Recruited members, organized meetings and fundraised for local NGO.",160230733
16023114,2,Cofounder & Vice President: Global Football Club; Organized club's annual football events; Encouraged school spirit; Recruited students for school's football program.,160231142
16023226,5,"Co-founder/president of the school's Art Club; Founder/Vice-President of the school's Art club. We did exhibitions, collaborated with other clubs & directed several school activities.",160232265
16023487,2,"Founder of the First School Council; With the 34-page long council plan that I have prepared for 28 hours, 36 students in school have unanimously voted for the plan.",160234872
16023593,5,Founder/ President of Drug Abuse Resistance Edu.; I started this club because I was affected by drug related deaths. I educate the members on safety and resistance to harmful substances.,160235935
16023656,8,"Magnet Advisory Board, Founder-Freshman Mentoring; Matched freshmen and mentors, planned events for freshmen and mentors- Spring Fling, Freshman Picnic, Fall Festival, Lunch Activities, Tailgating.",160236568
16023889,2,Co-Founder; President; I co-founded the PAWS club on campus to raise funds to support our local animal shelter and coordinated over 20 volunteers for the shelter.,160238892
16023997,9,Leader/Co-founder of Harry Potter Club; Co-founded club based on love of the HP franchise and engaged over 45 students in club-based activities.,160239979
16024254,3,"President and founder, Baking Club; I started a baking club at my school for students to learn how  to bake desserts in the school kitchen during lunch.",160242543
16024289,2,"Owner/Founder of the Oasis High School Coffee Shop; I founded and manage the Java Hour Cafe, where I hire student baristas to make and deliver fresh beverages to students and teachers across campus.",160242892
16024289,7,"Co-President and Founder of Philosophy Club; Directed Socratic seminars each meeting, where the group discussed controversial issues and theoretic possibilities based on a researchable question.",160242897
16024425,4,"Harker LIFE Board Member; Founded Art Wall: community board to share feelings based on a prompt, help students to de-stress from academic life: http://bit.ly/2ePOOpK.",160244254
16024425,6,"Co-founder & Exec. Director, Harker CareerConnect; Founded program to give opportunity to students to connect with professional life through mentorship, guest speakers, and networking conferences.",160244256
16200114,4,Coordinator/Founder; Toadally Awesome Fundraisers; Arrange fundraisers for the Savannah Riverkeeper non-profit via trading card tournaments.,162001144
16200114,9,Vice President/Cofounder; Jenkins Recycling Club; Created & instituted a program to collect recycling from each classroom at my high school.,162001149
16200177,2,Founder and Second Violin for Piano Quintet; Cooperated with musicians to spread our understanding of music to others; Won Piano Quintet National 1st (2015) and 3rd (2016).,162001772
16200177,4,"Founder and Captain; Founded a team that grew from 7 to 27 members, brought the team to competitions and marathon relays. Held dinners, fundraisers, and award ceremonies.",162001774
16200289,1,"Founder and President, ACES Studio: SMS Campus TV; Grew club from 10 to 100+ members; helped produce over 80 videos; website has over 360K hits: http://v.qq.com/vplus/8c1a846c7a6206a46327cef9581e0400.",162002891
16200438,6,Co-Founder/President - Hae-Sol; Community service group designed to coordinate tutoring programs for low-income Korean American middle school students.,162004386
16200606,2,"Teenager's Culinary Competition, Founder/Organizer; Organized a cooking competition for teenagers to promote healthy diets and traditional Chinese food culture; led team of 8 to create an event for 60+.",162006062
16200630,3,"Founder and President, Peer Tutoring Program; Organized weekly peer tutoring sessions at my school in which middle and high school students are tutored by upperclassmen.",162006303
16200636,1,"Founder, Science Club; A club that I founded as a freshman with three friends.  We are currently working on a podcast and a hydroponics tower.",162006361
16200636,5,"Founder/Supervisor, Strings in Action; A service club I founded as a junior with the Middle School Strings Teacher.  We teach Indonesian children how to play string instruments.",162006365
16200698,1,"co-founder , Favor; app that can be utilized at school.",162006981
16200830,1,"Bondaweb-notebook designing club; Founder; We recycle fabric and fibers from used clothes to make notebook covers, which are sold for charity fundraising.",162008301
16200830,3,Enigma (rock band); Founder and Bass player; Enigma has performed on the last graduation ceremony and on the shopping mall for collecting money for donating.,162008303
16200867,3,"Founder, Brookline Fall Prevention Program; Created, developed, and led fall prevention lectures at local nursing homes; proactively approached nursing homes to offer program.",162008673
16200867,5,"Founder, BHS Medical Club; Leads talks about medical ethics and identifies presenters to speak at meetings on a wide range of medical topics.",162008675
16201074,2,"Co-founder, US Academic Decathlon (USAD) Club; Persuaded the principal of my high school to authorize the club. Organized students to study materials for the tests and initiated group discussions.",162010742
16201219,2,"Mu Alpha Theta: Founder, President; Recruited over 200 members, created a school-wide math and physics tutoring infrastructure, established a competitive math team, led meetings.",162012192
16201219,5,"Model United Nation: Co-Founder, Vice-President; Managed conference selection and logistics, developed training curriculum to augment delegate skills, recruited 20 members.",162012195
16201230,5,"Founder of A Psychology Popularization Platform; Initiated an online interactive platform ""YourMind"" on Wechat; posted 100+ articles about psychological health knowledge and  gained 4500+ subscribers"".",162012305
16201230,9,Co-founder of Beijing 8 High Schools League(B8HSL); Co-founded B8HSL with 7 other Beijing high schools as 101 HS representative; scheduled activities and oversaw the events implementation.,162012309
16201295,1,"Founder & Chair, AUXILIUM; Learn challenges of agricultural development working with local farms raising cattle and organic tangerine; received Prudential Service Award.",162012951
16201324,9,"Co-Founder & Leader, WORLD ISSUES CLUB; Organized and led workshops, guest lectures, and school-wide conferences to raise awareness on human rights issues including child marriage.",162013249
16201406,3,"Founder, President, Club of Hui Culture; Site visited with members&studied Archaeological sites of Fanchang; Led members study Hui culture&architecture in Yuanquan Museum.",162014063
16201406,4,"Founder,Tianyuan Magazine,Club of Hui Culture; Raised money&founded the magazine to propaganda Hui Culture; provided platform for society members to share opinions and post photography works.",162014064
16201528,3,"Founder and Deputy Head, Students' Market, WFLA; Responsible for routine operation, including planning thematic markets, arranging positions for registered student sellers, purchasing items.",162015283
16201581,4,"Founder/President, Culture and Gender Club; Coordinated club operations, promoted culture and gender awareness, attended rallies, and spoke gender equality and unisex bathrooms on campus.",162015814
16201581,5,"Founder/President, Young Aboriginal Artist Society; Coordinated art and cultural promotional events such as exhibitions, flash mobs, video streamings of local young aboriginal artists.",162015815
16201581,6,"Founder, Children's Guild; Created the online community connecting achieved local Taiwanese high school students to mentor disadvantaged elementary school children.",162015816
16201632,9,Heels in Motion; Founding Member; Women empowerment group that goes in the community to help others.,162016329
16201685,3,"Founder, School Robot club; Recruited members; represented the team in several competitions; won 2nd prize in the National Youth Education Robot Olympiad (1st prize in Huadong).",162016853
16201685,5,"Co-founder, Psychology Club; Collected knowledge and created introductory psychology material for members; learned dream analysis and other skills to build self-awareness.",162016855
16201685,7,"Founder, Jinling High School Culture Exchange Club; Organized regular meetings to discuss culture exchange; invited foreigners to share culture of their countries and their cultural experience in China.",162016857
16201691,1,Founder - ACES Studio; Founded and led one of Shenzhen's most influential student studios; recruited over 100 members; produced 70 videos; obtained 1000 RMB in sponsorships.,162016911
16201691,3,Founder - Education Platform; Built an online platform; crowd-sourced educational resources and application advice from high school and college students.,162016913
16201765,4,"SB President, SB Vice Pres., State Parliamentarian; Planned and executed fundraisers, meetings, 5k marathons, charity drives, state elections, hosted camps, founded traditions.",162017654
16201776,5,Co-founder of VOICE club; Created a platform for students to spread their worthy ideas. Took photos of the activities and edited the website of the club.,162017765
16201795,3,"World Scholars Cup; I founded the World Scholars Cup club in our school and thus attended World Scholars Cup tournaments. 1st place Debate, 1st place Overall (Guangzhou).",162017953
16201831,9,"Co-Editor in chief of Halcyon Fashion Magazine; Co-founder, Built team of writers, photographers, and artists, Creating a space for creativity, photography, and expression.",162018319
16201859,4,Leader and founder of a medical research; Researched on the degree of co-operation of patients who receive Lumbar puncture and its relation with their temperament.,162018594
16201861,1,Leader & Founder of the Clarinet Quartet; I lead a clarinet quartet that practices weekly. I hold auditions for members and organize performances as well.,162018611
16201861,2,"USY Group Israel Affairs Vice President; Elected VP for BGUSY chapter 10-11 grade (retired for 12 grade), member from 9-12 grade, founded a weekly update texting service on Israeli affairs.",162018612
16201861,3,"Diller Teen Fellows Member; After tens of global leadership building experiences and months of volunteering, I co-founded a project to make and deliver baskets to seniors.",162018613
16201882,5,Marian Bridge Club: Founder and President; Established a bridge club in our school and taught a few students the basics of Bridge.,162018825
16201884,3,"Founder/President-MIT Launch Club; School's first entrepreneurship club. Fundraised to pay for club activities, taught business fundamentals to students, organized and directed meetings.",162018843
16201884,5,"President/Co-Founder - Peer to Peer Tutoring; Tutored 100+ students in math, recruited 10 tutors, coordinated tutoring days with teachers, organized transportation for tutors, expanding program.",162018845
16201979,1,"Business Club - Co-President/Co-Founder; Organized Shark Tank entrepreneurship competition, wrote club constitution, currently securing funds to create club joint portfolio.",162019791
16202080,2,"Founder/Performer, Musicals for Charity; Singing group that entertains elderly residents in assisted living residences.",162020802
16202087,2,"Migratory Bird Protecting Association, Founder; I led 25 club members dismantle bird traps, changed a man from killing to protecting birds, and organized an environmental summer camp for 20 students.",162020872
16202087,9,"Founder of a stray cat saving campaign; Saved stray cats for 6 years, initiated a found-raising campaign and raised 10000 yuan for sheltering and feeding stray cats in my city.",162020879
16202161,6,"Co-Founder of Humans of Syosset High School; Interview and take photos of students and teachers. Shares their stories on a Facebook page that has garnered over 900 ""likes."""".",162021616
16202179,2,"Founder; Collective Center for Stray Animals; Taking care of stray dogs and cats, raising money for their daily cost, raising neighborhood awareness about local conditions for animals.",162021792
16202291,1,"Helping Hand, Founder & President; Communicated with local hospital staff to identify patients in financial need and organized fundraisers and donations to cover medical expenses.",162022911
16202336,7,"Founder: Fellowship of Christian Athletes (Sayre); I am a leader and founder of FCA at my high school. Each week, I search for speakers and give weekly devotionals to my peers.",162023367
16202347,1,"Vera Short Film Club, Founder & Director; Recruit & interview actors, write script & scout locations, direct films; direct video editing team, advise & direct actors, act in films.",162023471
16202347,3,"""Li'l Broken Band"", Vocalist and Guitarist""; Founded band with six members; compose, edit, practice & perform original and cover rock music, perform in local venues, bars, & charity orgs.",162023473
16202654,1,"President and Founder of the Women in STEM Club; I organize, plan, execute, and lead all club meetings. I represent the club among the school and within the San Antonio area at STEM events.",162026541
16202773,1,FISH (Finance) Club Co-Founder & Co-President; Please see additional information section for my accomplishments.,162027731
16202975,4,"Founder, leader; fraternity club for school elites; 15 students; Brainstorm for career decisions; members made presentation about various businesses and fields; visited colleges and traveled together.",162029754
16202975,5,"co-founder and manager; opening online store; Started an online store to sell silver jewelries; purchased goods from market, advertised my products by posters, leaflet, and marketed to consumers.",162029755
16202975,7,"Co-founder; organization for helping homeless dog; Built doghouse, tended ill dogs, provided food for stray dogs routinely.",162029757
16202975,9,Founder; first badminton club in my high school; Communicated with school to arrange court for badminton; Held badminton competition every semester; Got a coach sometimes to train members.,162029759
16203054,1,"Company Founder and CFO, FastFox E-Commerce, DBA.; In 2015, I founded FastFox to create a convenient way for individuals to sell items online. Additionally, I also handle all social media pages.",162030541
16203232,9,"Founder, Community of American TV Series; I opened my own community focused on dubbing on the Community of American TV Series.",162032329
16203257,6,"Founder and President. Firefly Book Drive.; Collected over 3,000 books for 3 underprivileged schools in Jiangxi Province; helped to set up a reading room for 118 kids in a rural village school.",162032576
16203286,2,Founder of an original website; Launched my own website that talks about animal protection; Organized lectures about specified theme at campus; Edited and spread related video.,162032862
16203300,2,"Aero-fit Club, Founder and President; Founded the club in 2015 and held classes more than three times a week. Helped club members to improve physical fitness, make exercise plans.",162033002
16203396,1,"Founder and Director of Non-profit; I founded a non-profit, Copilot, to improve mental health access, informed by my personal battle with depression.",162033961
16203396,3,"Founder at a startup; I cofounded Disverse, a startup which allowed users to anonymously ask and answer their friends' questions. I sold it in 9th grade for $15000.",162033963
16203398,1,"Founder-Startup Hub - Social Entrepreneurship Club; Connected alumni entrepreneurs to students & promoted interactions through a website made for this. Organized business talks, debates & festivals.",162033981
16203398,2,"Leader & Founder - Liter of Light, Mussoorie; Aimed to reuse plastic bottles to provide solar light.Surveyed villages,installed lights in slums & raised funds.Teamed up with parent organization.",162033982
16203427,5,"Vice president, Photomicrography club; Founder ; Recruited 10+ members; Created postcards with micro-graph photos for sale at charity bazaar; Observed tissue samples.",162034275
16203456,1,Founder and President of STRAYS; Founded the biggest animal protection student organization in SH. Organize 30+ online and offline activities to help stray animals.,162034561
16203503,6,"Founding Member, SFLS Cheering Squad; Managered 23 members and cheer for  school's sports teams in  competitions; Created signs and posters to promote team spirit during competitions.",162035036
16203533,4,"President, Music Production & DJ Club; Founded the club and lead weekly workshops on utilizing music softwares and producing music of a variety of genres.",162035334
16203539,4,"Club President&Founder; Vocaloid Seminar; Taught club mates to use software including Vocaloid, MikuMikuDance, and Corel VideoStudio; compounded high-quality school song for high school.",162035394
16203563,1,"Founder, Psychology Club; Organized a site for our school where students can share their worries, as well as a Psychology fair.",162035631
16203589,1,Misit Logistics // Co-Founder; Currently in the process of creating this logistics business. Frequently network with other business owners and attend programming classes.,162035891
16203618,3,Founder of  Popular Music Band; Play bass and electric guitar;lead the whole band members to practice and perform;performed in  a company's ceremony&a graduation party.,162036183
16203640,4,Founder/President; Started a badminton club with around 15 members. Set up monthly matches and designed T-shirts.,162036404
16203672,1,"Che(Podcast Station), Founder; Recruit members, research topics, organize club meetings & direct podcast production; record, edit, upload & advertise podcasts on social media.",162036721
16203707,8,"Founder, ZZFLS Linguistics Club; Organize weekly meetings in which members explore the relationship between language and culture through discussions, movie nights, and lectures.",162037078
16203714,9,"Founder, Magazine for parents with autistic kids; Collecting useful info by interviewing experts&families of autistics, and visiting autism-help orgs; organizing crowdfunding for our first 100 volumes.",162037149
16203785,1,Founder; Provided free Vocal Guitar classes for students. Operate  monthly public unplugged performances. 2nd prize in Ho Chi Minh city choir contest.,162037851
16203785,2,Co-founder; Acted as a Student Council of Medical school.Ininitated discussions and debate on school issues between students and deans.,162037852
16203789,2,"Finance society of high school; As the co-founder, my classmates and I found the finance society of high school. I worked as the leader of banking department.",162037892
16203856,6,"Outdoor Adventure Club; Founder and President. Organized activities such as hiking, rock climbing, camping, etc. Helped teach students the importance of the outdoors.",162038566
16203875,5,"Co-Founder & Executive Officer for Test Prep Club; Co-founded and was president for Test Prep Club at my high school, a club providing SAT/ACT Prep services from volunteers to students/club members.",162038755
16203878,8,"Founder, Int'l Inclusive Student Association; Established a group where students study in a collaborative fashion for the senior entrance exam; initiated a group website to upload study resources.",162038788
16203930,2,"Co-Founder of Invest Society; Society focuses on entrepreneurship, current affairs in finance, and technological advances. My role is finding speakers and leading discussions.",162039302
16203975,8,"Founder & President, I-High Volunteering Group; Recruited and organized members; coordinated volunteer activities with libraries, zoos, museums, and social charities.",162039758
16203999,2,"Governor's Academy Tavern Editor, Founding Member; Managing The Governor's Panel to create content on The Tavern, a student run interscholastic publication. http://www.the-tavern.net.",162039992
16204008,6,"Forensics Camp, Founder & Director; Summer debate camp for students in grades 4-8. Fostered research, writing, and verbal skills. Proceeds donated to library and HS Forensic team.",162040086
16204074,2,Co-Founder and Leader of Academic Games Club; I started the Academic Games Club in school. Attended international tournament in Amman. My team won 3rd place and I came 2nd in the Math Challenge.,162040742
16204159,1,Founder: Entrepreneurship Club; Introduced the entrepreneurship concept to the school. Co-founded and organized the Enka Junior Achievement Conference. Managed a team of 11 students.,162041591
16204659,1,"Math Club: Co-Founder, President; With other leaders, I organize math competitions, peer tutoring, and guest speaker presentations. Our club has increased students' interest in math.",162046591
16204689,1,Founder of school Math Modeling Club; Recruited members; led members to model local air quality with a math professor in Shandong University; participated Shing-Tung Yau HS Math Awards.,162046891
16204689,3,"Co-founder/chief lecturer of the Chess Club; Organized club recruiting, introduced chess basics, organized chess competitions and practices.",162046893
16204800,1,"Founder of School Math Club; I united students to discuss math together, gave lectures for Math Olympics, and grew our club to over 50 members, all admiring the mystery of math.",162048001
16204927,3,Founder and President of Indian Films Club; Screen Indian films and hold discussions regarding films to increase awareness of Indian cinema at school.,162049273
16205019,2,Founding Member of the School Economics Society.; Participated in discussions on current economic issues. Made presentations on the various topics to spread awareness among the junior classes.,162050192
16205318,9,French Club Co-Founder & Secretary; Founded French Club to use French outside of the classroom & have the ability to learn the culture. Ended b/c no sched space for French in 11th.,162053189
16205394,3,"Founder and President of Science Olympiad team; I organize the team's resources/events; led team to our first Regionals. I placed in top 10 in Disease Detectives, Write It Do It, and Air Trajectory.",162053943
16205606,9,"Vice President for Campus Life for Riverview HS; Co-founder for school-based club, sponsored guest speakers, charity events, bonfire.",162056069
16205937,5,"Co-Founder of Rock Band, Flight Crew; Keyboardist (12 years), sax, songwriter, frequent paid and volunteer gigs (prom, restaurants, parties, etc.), wrote and recorded 2 songs.",162059375
16205937,6,"Stock and Finance Club: Co-Founder/Board member; As Event/Fundraising Coordinator I raised over $2000 through food sales and a district ping pong tournament, Invested in CPXX for 275% gain.",162059376
16205939,1,"Founder and President of Soul-y Nutrition Club; Conduct meetings to discuss nutrition, cooking, healthy food concepts; plan fundraising events to raise awareness for the club from the community.",162059391
16206002,3,"Co-Founder Service Project Calzando a Puerto Padre; Collected 700 pairs of shoes for school aged children in Cuba. We worked with a local church parish, visited Cuba, and helped distribute the shoes.",162060023
16206015,1,"Founder; Literature Club; Organized activities like writing competition within school; wrote short fictions for club magazine ""Xiazhi"" read by 500 students annually"".",162060151
16206085,9,Camping Club President & Founder; Educated students of safely participating in outdoor activities and encouraged their participation. .,162060859
16206094,2,President and Co-Founder (Shark Book Club); Created a schoolwide monthly book discussion group.,162060942
16206101,4,Founder of the JIBE program and conference.; A friend and I had a crazy idea to launch the only large scale ecological conference for young adults in the country.,162061014
16206101,6,Founder of the debate club Juntos Podemos; I go to a school in a rural part of Panama to teach kids how to debate so they express themselves better and are more aware of the world around them.,162061016
16206144,6,"Christopher Columbus Coding Club Founder/Secretary; With a friend, I helped initiate the club. Once the club was founded, I organized the club schedule, meetings, and lesson plans.",162061446
16206249,4,Club Founder and Meeting Organizer; Founder and meeting organizer for Upstanding Friends(club that promotes self-acceptance and empowers members to present and solve personal issues).,162062494
16206300,4,"Co-founder/lecturer, ""International Days"" project""; I do lectures and activities throughout all IFRN's Campi, promoting exchange activities in favor of IFRN's students internationalization.",162063004
16206333,2,"Newspaper Founder, Chair, Editor & Layout Designer; I direct meetings (monthly), edit articles/format the newspaper, and manage printing and distribution (bimonthly).",162063332
16206477,3,"Team Captain Relay For Life (founder at Trinity); I founded the Relay For Life at Trinity, recruited team members, and coordinated our team participation in the area wide event, raising over $2000.",162064773
16206477,5,"Founder and President of Trinity Volleyball Club; My school does not have a male volleyball team, so my friend and I founded a recreational club.  We've had huge success (110 members, 1/4 of students).",162064775
16206531,8,"Founder and President, Jewish Student Union; Initiated club with over fifty active members, brought in guest speakers, & empowered students by lecturing on current issues facing the Jewish people.",162065318
16206645,1,"Founder & Coach, PCS Volleyball Program; Organized volleyball team at Pleasantville Cottage School, a home for emotionally troubled children. Coach girls and lead team-building activities.",162066451
16206674,2,Co-founder of Period Pals; WE collect feminine products to donate to local homeless women in the county.,162066742
16206674,3,"Founder, collection and managing; I collect disposable batteries from students to dispose of properly.",162066743
16206674,4,"Founder; managing and planting; First garden in school, all harvests donated to homeless shelters.",162066744
16206674,5,President/Founder of the school Book Club; Biweekly meetings were held where book discussions would occur among a group of high school students.,162066745
16206801,1,String Club; Founder and President; Created selective string ensemble; held regular practices in order to improve member's skills; performed monthly at school chapel events.,162068011
16206801,3,"Bioengineering Club; Founder and President; Founded to encourage, fund, and conduct bioengineering researches and experiments, especially on genetic engineering.",162068013
16207448,6,"Peer Counselling for IB, Co-founder; Served as an advisor and organized the orientation trip for prospective IB students.",162074486
16207499,1,Founder & Executive Director of Linking Letters; I founded a nonprofit organization that serves more than 18 senior care facilities and 2 schools in Buncombe County.,162074991
