hondet,commonactid
"Founder and President, SBHS Investment Club; Founded Investment Club at SBHS; instruct members in economic theory, personal finance, stock market and how to make useful and valuable investments.",159392583
"Founder/Captain,Public Forum; Founded public forum section of the SBHS debate team;Captain of team that once started with 2 members and has grown to 16 debaters.",159392584
"Founder of RM's Relay for Life Club; Grew team participation by 300%, raised upwards $2,000; $1,000+ at two events each, joined the Executive Board for Southern Montgomery County RFL.",159394912
"Founder and President of School Politics Society; Organize and plan events with politicians, facilitate discussions about political issues with students on high school campus.",159398776
"WCHS Finance Club,Co-President(12th), Co-VP (11th); Founding member; recruit new members - 350 members since inception in 2015, organize meetings and speaking engagements at WCHS.",159399426
"President of Young Entrepreneurs Association; Mange and control club activities, while also teaching members different aspects of entrepreneurship. Founded Brooklyn Tech Shark Tank competition.",159400041
Vice President of Help the Homeless Club; Created fundraising events to help the homeless people of New York City. Fund raised over $3000 and fed over 300 people in one year; Co-Founder.,159400046
"Co-Founder and Head Tutor of A&S Free Tutoring; Alongside my friend Sandesh, I provide 2 hours of free tutoring services to economically disadvantaged elementary and middle school kids of Ridgewood.",159400044
"Weekly Blogger, Founder; Started a blog to journal reminders and stay positive through bad times and stay humble through good times with my passion of horses.",159401233
Co-founder/Leader of Black Student Alliance; Worked to get administrative approval for new group junior year. Led group.,159402452
Co-founder of Fundamentals of Debate for Tweens; Co-founder of a summer program. Taught free classes training middle-school students in vital speech and debate skills at the local library.,159405952
Tri-M National Music Honor Society; I co-founded Tri-M National Music Honor Society and currently serve as the club president. I organize various events to give back to the community.,159406292
Korean Student Association; I co-founded KSA and serve as the club vice-president. I organize events where members can learn the Korean language and culture.,159406294
"Founder, President; Lead the Lexington High School Habitat for Humanity club, participate in its service projects and lead meetings once a week.",159407653
"Founder, President; Founded and run the Social Justice On Campus (club) at Lexington High School, promoting advocacy within the community against racism, sexism, etc.",159407651
Five Alarm Fire bassist and founding member; Expanded my dedication to volunteering and service to my community through charity concerts and events.,159407753
"Founder and leader, Table Talks; A space for students to engage in one on one conversations with their peers in the BC community that they do not usually speak to.",159409337
"Co-head/Founder, Miss Porter's Art Exhibition Club; Held Miss Porter's Art Exhibitions during major school events; created 35 artworks for the annual school art sale held in spring; donated proceeds.",159410191
"Secretary, SHS Young American Progressives Club; Founding member of a school club dedicated to political discussion. Frequently responsible for determining topics of discussion at meetings.",159411573
"Leader and Co-Founder, Building with Belize; Organization dedicated to serving St. Jude's Primary in central Belize. Founded after a 2015 trip. Served as leader for 2015-16 and 2016-17 years.",159411838
"One Step Forward / Co-Founder; Founded and managed a free and accessible peer to peer tutoring service for SAT/ACT, designed syllabus and class schedules.",159412091
"Humans of DMAE Photo Blog/Founder and Photographer; Started a community photo-blog, focused on sharing personal anecdotes from DMAE high school students and faculty, curated content social media pages.",159412094
"Founder and President of Indian Culture Club; Educate students of Indian history and culture, most popular club in Clayton High School, hosted cultural potluck.",159412487
"Participant and Founder of school's Maker Faire; Inspired by Maker Faire, a stage to show originality and innovation, I organized one at my school, where I made a sand box and potato cannon.",159415561
co-founder and participant on Jones girls lacrosse; I received the coach's award as recognition for the hard work I put into starting the team as well as the dedication I put in at practice.,159415712
Member/Aardvarks Business Club; Explore inner workings of business by practicing public speaking and attending guest lectures from a Nike VP and the founder of Pastini Pastaria.,159417313
"Founder/Sino-Lens; Started a blog about news media, internship, entrepreneurship, and culture shock to build a bridge between China and the West through student voices.",159417312
"President and Founder, Red Cross Club; Spearheaded first blood drive on school campus and collected 43 pints of blood. 4 members became CPR and 1st Aid certified. Doubled membership in 1 yr.",159417403
"President/Founder of Korea Student Theatre Guild; In order to bring my love for theater to more students, I created an inter-school organization to produce art and inspire like minded students.",159418152
BHCS Theater Actress/Staff/Director; Founded the BHCS Theater program with the help of faculty in 2013. I took action in erecting the program to provide an appreciation for the arts.,159418151
Founder & President of the first History Club; Recruited 150 members;Organized several lectures and aroused students' interest in history;Made it become one of the most popular clubs in school;.,159419561
"Founder &Research Director, The Justice Project; Helped establish NGO to promote ethnic minority/LGBT/women's rights in Cyprus-organized photo exhibition, sports events, lectures, online campaigns.",159419664
"Founder &Chair 'Build A School in Africa' Campaign; Multi-year effort that raised over $10,000 for children's charities in Kenya and Cyprus (please see Additional Information).",159419662
"School Biology Club, Founder; Founded a biology club to attract like-minded peers;Conducted many experiments,such as skeleton specimens;Published 8 biological articles in maganizes.",159419802
"The first Robotics Club in school, Founder; Founded a robot club to strengthen students' innovation abilities;Utilized Lego EV3 to write programming;Made two teams stand out & won the Champion.",159419804
"Co-Founder, Math Club, Modern VV; Taught students from grades 6 to 11 CBSE Mathematics and conducted workshops in Sudoku and Vedic Maths.",159419831
Founder and President of Girls Learn International; Raised awareness in the community about a lack of education in third world countries and fundraised for a school in Cambodia.,159422284
"World Scholar's Cup and Scholar's Club.; Top 20 debater in the Tournament of Champions. Founder & President of the Scholar's club, a school club that trains students for WSC.",159423034
"Simply Works President (Non-Profit Organization).; I founded Simply Works, a seventy-member NPO, to aid the less fortunate. We take used bottles and transform them into light bulbs and AC.",159423031
Founder/Pres.Social Studies National Honor Society; First in the county; appointed a board; held induction with 70 members; Tutoring; invited speakers; ran school's first voter registration drive.,159424591
"Helix Photgraphy - Founder & Photographer; Build market of the company, market to potential customers, design websites, manage finances, shoot photos. .",159427654
"Business and Law Society} Co-Founder and President; In this society, we do mock trials and learn about the most basic components of the legal system. We also discuss controversial business events.",159430048
"Founder, VP, President of School Programming Club; Founder/VP as a Freshman, President as a Sophomore, member as a junior and senior.",159430114
Outreach 615; I founded this club to help serve the community through different service events throughout the year.,159430127
"Co-President, Co- Founder; Raised money to provide surgeries for children in third world countries with cleft palate/lip.",159431247
"Founder and President, Current Events Club; Facilitate and plan meetings for 30-50 students, manage leadership team, produce and edit club newscasts and newspapers, recruit community speakers.",159433101
"Founder & Pres., St. Margaret's Generosity Closet; Host campus clothing and school supply drives and donate items to charitable organizations.",159433566
President and Founder of the Quizzing Society; Formulated a fair system in School to decide who should go for further competitions and held one quiz per week in addition to monthly quizzes.,159434045
"Founder, Co-President; The function of Mary's Meals is to provide a daily meal for students with food insecurities. As president, I run meetings, fundraisers, presentations.",159434551
"President and Founder, eHealth Res Initiative Club; Worked with classmates, fostering passion for research and synthesis of IT and public health. Work published in Hypertension journal.",159436666
"SHS Chapter of USO- Founder and President; Organize club activities. Raised $4,000 for USO &The Wounded Warriors Foundation to provide career support, counseling services, & entertainment.",159437951
"Vice President and Finances Head, Farm2Feed; Founding member of student-run organization, grow produce on student-run urban farm and donate to food banks, promote sustainable agriculture.",159438133
Roosevelt Science Olympiad - President & Founder; Coordinated interested STEM students to form a team; managed and led team to Hawaii State Science Olympiad; 2nd in State: Anatomy; Cell Biology.,159438303
"President & Founder, Model United Nations; I have led this organization from a small club to a successful 18-member delegation. We educate our community about current events and their impact.",159440783
"Founding member, Debate Team; We focus on building our members' debate and public speaking skills through competing in debates against other schools in the state of Rhode Island.",1594407810
"Founder, St. Andrew's Rowing Club; In partnership with a local rowing organization, we offer a ""Learn to Row"" program to the community. This has been popular with students and faculty."".",159440787
"River Valley Red Cross Club, Founder and President; Founded first high school American Red Cross club in the area; teach youth about disaster-preparedness through puppet shows, Pillowcase Project, etc.",159441034
"River Valley Tutoring Program, Founder and Tutor; Started math tutoring program for middle school students during the school year and one summer; tutored a high school student in chemistry (school yr).",159441033
"Founder and President, NYC iSchool Red Cross Club; Create club goals, activities and vision; lead club in hosting school-wide events such as blood-drives and clothing-drives.",159442331
"Co-founder/Secretary of Ping Pong Club; Helped found Ping Pong club for my high school. Act as the club's secretary, advertising the club and communicating to the members through email.",159445243
"Sisters for Change - Founder and President; Founded, marketed, implemented, and designed curriculum for mentorship program that empowers at-risk middle school girls. Recruited 30+ members.",159446151
President and Co-Founder of Meditation Club; A friend and I started this club after being first hand witnesses to stress levels at our high school. The club now has amounted to 15 people!.,159447891
"Founder & Editor-in-Chief of Amplify, a lit-mag; It's a student-run lit mag focused on marginalized voices. I've organized fundraisers to pay for printing, ran meetings, promoted it for submissions.",159449242
Co-Founder/President of the school's LGBTQ+ Club; Led discussions on topics surrounding the LGBT identity. Brought in representatives from LGBT-based organizations near the school to talk at meetings.,159449243
"Founder of Breakthrough Bracelets; I started an online bracelet-making business where 100% of the profit is donated to a non-profit organization, Charity: Water(current donation $2,158).",159450524
Cofounder of EGHS Literary Magazine; I co-created a club  which collects students' art and writing for a school literary magazine.,159451364
"Philosophy Club; Co-founder; Met weekly to discuss the works of Plato & Aristotle, and issues of everyday life; club's success led to BASIS Scottsdale offering a philosophy class.",159451544
"Founder of Initiative for Education Equity; I have founded the Initiative for Education equity, which works in partnership with the Tutudesk organization in South Africa.",159451684
"Learn and Educate, Founder and Head Tutor; Educational model in which tutoring services are offered to local children on a sliding fee scale; all proceeds sponsor girls' education in India.",159451775
"Education for Empowerment, Co-founder; Vice President; plan and execute multiple annual community service projects to reduce local and global educational/healthcare disparities.",159451776
"Math and Science Club,Founder and Leader; Organized Math and Science Club, prepared a report ""Magical Process of Problem Solving"", worked as an assistant on science outreach to villages"".",159455092
"Soccer Club,Founder and President,National Referee; Recruited around 50 members in soccer club, scheduled regular training and played matches, qualified for Soccer Referee License of National Level 3.",159455094
"Medical waste disposal program,Founder&Leader; Led team of 6 students to develop & test incinerator, donated to a rural clinic to dispose medical wastes, one UK NGO intends to use this in India.",159455091
"Founder of a non-profit, Gauze for a Cause; Created a non-profit organization dedicated to providing medical supplies and donations to the Women and Children's hospital in Koutiala, Mali.",159456201
"President and co-founder of the Chess Club; Host weekly meetings where we play recreational games of chess and conduct tournaments. Enrollment has increased 20%, and funding increased 50%.",159458028
"Co-founder of School Maths Club; Co-founded the maths club with 15 other students and one teacher during exchange year, and attended several team competitions.",159458247
"President and Founder of Rahbar Trust Youth Board; 501(c)(3) Non-Profit Rahbar Trust serves internationally in USA, UK, South Africa, etc. I volunteered in Syrian Refugee Camps for over a month.",159460531
"V-President, Health Occupation Students of America; Trained students in the Med-Forum club for HOSA competitions. Served as Vice President and co-founded club in 11th grade.",159460536
"Selflessly Yours (Cofounder of  Bangalore Chapter); Platform to support NGO's in their efforts; Funded education for 65 children, volunteer in schools wiith art, singing and dance. Selflesslyyours.org.",159460821
"Editor-In-Chief/Founder, Delphine Du Jour; Started and run a popular fashion blog. Manage the finances & advertisers. Update 4 related social media accounts. Receive 1500+ views/week.",159461514
"CEO, Bijoux by Delphine Jewelry; Founded jewelry line that has made over $2,000 profit to date. Jewelry worn by several ""influencers"" with 287,000+ collective social media followers."".",159461515
"Pres. and Chairman of Nat. English Honor Society; Organized meetings, volunteered at library, founded a program for HS students to read stories from around the world to kids at the local library.",159465203
"Bear Ambassadors Program, President and Founder; Started a program that welcomes new students and pairs them up with ambassadors to sit with them at lunch, help them find classes, etc.",159465202
"Founder, Hike Hang and Help Out Nepal continuation; Coordinated all-school activity making cards for teen survivors of Nepal earthquake a year after previous fundraiser.",159466535
"Founder, Hike Hang and Help Out Nepal; Organized hike raising over $1200 for Nepal earthquake victims; more than 200 hikers participated.",159466534
"Co-Founder, The Lunch Bunch; Founded and directed a program to deliver lunches to the local homeless population. Fundraised for supplies, prepared sack lunches, and delivered.",159468262
"Co-Founder, Ted-Ed Club; Co-founded pubic speaking club based on Ted Talk curriculum. Meetings help students identify their passions and brainstorm how to present them.",159468263
Founder School Sailing Club; Started club & raised funds to facilitate inter school competition.,159469366
Intern at Infinity China Investment Fund; Assistant to Investment Manager-Fund Founder.,159469365
"Co-Leader and Co-Founder, Fishing Club; Social club organizing fishing outings for students.",159470296
Founder / PROJECT READAWAY; I founded PROJECT READAWAY to promote early childhood literacy while improving reading disabilities.,159471474
Co-founder and Treasurer/CMS Investment Club; In charge of keeping track of participants progress in competitions and collect the dues; Participated in an investment competition using Stockfuse.,159473462
Canyon Crest Academy Visual Effects Club; Taught fellow students movie special effects and produced show intros for school TV; Co-Founder & Vice President (Grade 10).,159473766
"One Goal: President, Treasurer,  and Founder; The club provides soccer equipment to less fortunate kids and shows how soccer could bring a positive impact. It has spread to four other schools.",159476891
"Founder & President, Health and Wellness Club; Teach students to understand how to live a healthy lifestyle and exercise effectively through personal training and advising.",159479671
Founder/President of www.studentscribes.org; Taught writing skills to elementary school students and published their stories in a monthly newsletter.,159479726
"Founder and Guitarist of Band; I started the band ""Mailman"" on campus where I play the guitar and run all aspects of daily works of scheduling, rehearsing and performing."".",159482667
"Founder of Club; I founded a unique student club on campus called ""Overseas Culture Learning"" to imprrove students awareness and knowledge of international cutlures."".",159482665
Culture/Diversity Club - President/Founder; I formed a Culture/Diversity club in order to spread the different cultures of my school and advocate togetherness in our community.,159483775
One4One - Founder and President; Free mentoring service for underprivileged kids/Gathered 14 willing HS tutors/Coordinate tutors with kids/Fundraise for St. Mary's School (India).,159486016
"East Lyme HS Mu Alpha Theta - President, Founder; Founded ""ELHS AP Honors Society""/Collaborate with sponsors & advisors/Promote club membership&fundraising events/Ensure smooth running/Lead 16 members"".",159486018
Founder;School Fund-raising Philanthropic Program; Initiated a mini library program by raising fund and collecting second-hand books; raised fund to support underprivileged students.,159486053
"Club Founder and President/Geocaching Club; Founding the Geocaching club, an outdoor treasure-hunt with GPS. Having found more than 85 ""caches"" around the world while learning to be eco-friendly"".",159486755
"BuildOn  (President and Co-Founder); Have arranged and participated in various fundraising events and have raised about $20,000 collectively.",159487975
"Expansion agent for Junior State of America; Co-Founder and President of JSA club: working on reaching out to inner-city schools, helping them jumpstart clubs.",159487974
"Founder of Link Scholars Chicago (my organization); Provides undeserved students with  tutoring, and mentors in Chicago so they have a wide range of options, and also a competitive edge in the future.",159487978
"(Co founder and President) Student Policy Council; Co-founded Student Policy Council, an education policy think tank, in order to help bring about positive change for students, and their communities.",159487977
Women In Science and Engineering Club.; Founding member and managed social media for new emerging club for high school students eager to pursue careers in the STEM field.,159488425
"Co-Founder, Treasurer and Tutor - CodeNation/ACSL; OrÃÂ¢ÃÂÃÂ¬ÃÂÃÂ¡gaÃÂ¢ÃÂÃÂ¬ÃÂÃÂ¡nize tuÃÂ¢ÃÂÃÂ¬ÃÂÃÂ¡torÃÂ¢ÃÂÃÂ¬ÃÂÃÂ¡ing plans and teach middle school students how to code in many computer programming languages weekly.",159488842
Founder of Racquet for Life Tennis clinics & other; Work with current & future tennis players to improve their skills and give underprivileged & special needs kids the opportunity to play tennis.,159488847
"Soccer Club Founder and Member; Played weekly matches, divided members into 8 teams, recorded players' statistics, awarded MVP and Best Shooter in 10th grade.",159489501
"JVSoccer Team founder and Capt. -9; Varsity 10,12; Play Varsity soccer both in China and in Canada; helped found the junior varsity team -9, 10; chosen as school most valuable player -10.",159489711
"Founder and President of the Hand to Paw Club; Collected donations and organized fundraisers for the local Humane Society, collected 100 lbs of donations in 2016, put in 245 volunteer hours overall.",159490152
"The First School Tennis Club, Founder; Founded the tennis club and instructed beginners how to use tennis racket correctly;Represented our school to participate in interschool tennis games.",159491727
"""Roots & Shoots"" Club, Founder""; Organized members to host events, discussions and contests to promote environmental protection;Improved my coordination and organization abilities.",159491724
"Founder of the Biology Innovation Club; As president for 1 year and was awarded ""Outstanding Leader""; did experiments, visited labs, prepared for club open day; enhanced leadership skill."".",159492301
Founder of Books for Angels Corporation; Strives to collect as many school supplies as possible from local institutions to then give them away to those less fortunate students in my community.,159495087
Founder/CARE Club; Planned and organized fundraisers for cancer research; also organized seasonal giving programs; CARE-Cancer Awareness Research Encouragement.,159498793
"Co-Founder, COO, Vendefy, LLC; Created a mobile application to help users experience social shopping. Learn more at vendefy.com. Available on Apple App store and Google Play.",159499171
"Co-Founder, CEO, LacesNYC, LLC; Created a rare sneaker resale website which collects and markets limited edition sneakers. Over $2,000 in profits donated to the Lustgarten Foundation.",159499174
"President and founder of Wheeler's Girl Up chapter; Organize fundraisers that help provide girls in developing countries access to education, medical supplies, and opportunities to pursue careers.",159500041
Founder and President of Interact at my school; Interact is a club focused on both community service and international service. The club is tied in with Rotary International.,159501786
"CEO/co-founder of Jammin Jams; Under The Possible Project, my friend and I created a jam business where we have made over $500 and donate 10% of the profit to a women's shelter.",159503848
Co-founder and Vice President of CRLS UNICEF Club; We hold fundraisers for international humanitarian issues and advocate for those that can't advocate for themselves.,159503844
"Co-Founder/Outdoor Club; During the school year, there is a monthly activity. The activity alternates between going to a nature sanctuary and volunteering.",159507246
"Founder of the Sitara Project a Non-profit Org; Raised $3500 to improve education facilities by providing 150 students in Hunur, India with solar lanterns.",159507753
"Founder - Online Retail business; Started my own luxury goods trading business with a $170 loan and grew it to over $40,000/year in profits.",159509354
Founder; Founded and established the Bridgewater-Raritan Chapter Model United Nations Club.,159509356
"President/Co-Founder, Milltown Biz Kids; My friend and I taught 4th graders the fundamentals of business and how to make a business plan.",159509355
Founder of Sachems Spirit Fair; Fair promoting school sprit at which clubs and teams sell apparel and advertise their club and events.,159510164
Founder and President of the Red Cross Club; Started this club at my school due to my interest in community service. Each year the club runs four community service projects.,159510161
Founder/President of TED Talk Club; Expanded student knowledge of various subjects through TED talks and discussion.Club members vote on which TED talks to review.,159512324
"Founding Member/Charleston Future Leaders; Forum for youth leaders to have their voices heard in reference to Cultural Diversity, Race Relations and Social Justice.",159514374
"President, Interact; I have lead and have been able to start service projects for those in need abroad. I have also founded multiple service projects in the DR.",159517371
Member/Leader of Sunday/Wednesday Youth Group; Active Member in church Youth Group. Participated in community service and a mission trip. Founded and lead a bible study for teenage boys.,159518654
Amateur Runner; Ran 6 km a day; founded an informal association with people interested in jogging; joined different amateur marathons held by different organizations.,159518787
Junior State of America. Pres.& Co-Founder.; led bi-monthly discussions on politics. planned & led activism projects. Mentored other chapters as Texas chapter of internal affairs director.,159519032
Founder of school's Business and Economics club; Held simulation business challenges in and outside school; organised a team to make business plans for crowd-funding; taught Economics to juniors.,159519972
"Co-founder and Vice President, Film Club; This club allows students who are interested in film and media to create videos and work on projects with others. I am the Co-founder of this club.",159520799
"Founder and President of Investment Club; Led 40+ member stock market simulation, coordinated eight-school competition, and started speaker series with top Columbia University finance club.",159521933
"Vice President of the Philosophical Society; Founding member and elected as VP, this club promotes discussions and debates of philosophical ideas and concepts.",159522322
Empower Atlanta Project/ Co-Founder and President; My peers and I started EAP in an effort to serve the Atlanta community in unique and genuinely beneficial ways. Our first project is a book drive!.,159522336
Culture Club/ Founder and President; Culture Club combats discrimination and social injustices while encouraging global cultural understanding and celebration around school and community.,159522332
Debate Club/ Officer and on the Board of Founders; Debate Club gives students an opportunity to engage in meaningful and thought-provoking discussion all within a welcoming environment.,159522338
"Founder/Vice President, French Club, GVCS; Learned French language and culture; gave French culture presentations for educating members; directed school's first ""FÃÂ¢ÃÂÃÂÃÂÃÂ¬te de la Musique"" performance"".",159522624
"Founder/President, SEED, GVCS; Created artworks and poems; presented TED Talks and led related discussions; sold postcards of artwork created by club members during club fundraisers.",159522623
"Founder of LEGO Club; Attracted 200 members; connected with LEGO Company & helped propagate sponsorship; exhibited club designs at Clubs Carnival, donated auction sales.",159524515
"Founder of the Student Company ""Ge Wu""""; Built storage to help schoolmates sell unwanted goods, charged rental fee; used EV math formula to set initial price; donated money to SFCV & school.",159524516
Founder of Mock Trial Club; Organized intramural and interschool competitions; invite Law School professors to give speeches; compete with teams in YELL and PPMT Mock Trials.,159524513
"President of Off Key; Founder and president of Deerfield's first spoken word poetry group, for which I organize meetings and performances, share work, and provide feedback.",159527978
"President of Interact Club; Co-founders of Rotary International at DIA. Worked towards community service, awareness and networking. Boosted leadership skills.",1595281310
"Co-Founder of Synergy Youth, Dubai; Supporting various environment trepidation and societal uplift endeavours such as tree plantation, food trucks etc for laborer; gratifying experience.",159528131
"Centro Mater Debate Program, Founder; Started a debate class at a Miami inner-city school that serves low-income families. Teach debate and argumentation weekly to 3rd graders.",159528443
"Model United Nations Club, Founder and President; Organized a team of 10 to compete at Model UN Conferences locally and in New York.",159528444
"Worldwide Youth in Science & Engineering, Captain; English Captain. Founder of the Captain/Varsity Mentor system to teach test-taking skills. Member of Regionals team.",159530853
Vice President and Co-founder of BioApps club.; We discuss aspects of biology and their application in the real world and as possible careers.,159530978
President/Founder of HHH MS Computer Club; Educate middle school students in Scratch using a variety of technical programming skills and create a competition showcasing innovative skills.,159533171
Founder & President-Crossroads Woodworking Club; Guided  and taught fellow students to design and create wood furniture to donate to local charities.,159535154
"President, Saratoga UNICEF; Founded club to raise awareness of needs of impoverished nations; led team of 6 officers, recruited 200+ members, raised 1K for UNICEF by fundraising.",159536097
"Co-president and co-founder, Saratoga DECA; Founded club with goal of increasing student interest in business. Over 100+ members & I placed 7th internationally in Stock Market Competition.",159536092
"Founder, Children's Nat'l Medical Ctr Book Project; I organize an annual book collection for children undergoing medical treatment at a local hospital; donations to date include over 2,500 books.",159540437
Co-Founder and Leader of Abreast; Conducted two surveys on gender equality and received 774 samples from 25 provinces; produced short films to raise the awareness of gender equality.,159542079
"Founder & President of MavericKids Club; Interviewed students for their opinions on socially controversial topics; published creative articles and editorials on Wechat with 2,700 views.",159542072
"Vice President, UNICEF; Bay Area UNICEF Cabinet; Founder of the annual Pleasanton UNICEF gala, organized multiple fundraisers at city and county level, raised over $10,000 in 3 years.",159542124
"Founder/President, Young Entrepreneurs Club; I coordinate speakers to come to discuss their experiences in their field (economics, business, etc.) with club members.",159542626
"Founder, Khushal Kisan (In Battagram); Through PARC initiated series of workshops for  weather forecasts, farming & soil testing; introduced a computer lab for e-agriculture data in village.",159543543
Founder of the Woodstock Green Cafe; I coordinated with the administration and had meetings to establish the Woodstock Green Cafe.,159547098
"Founder and President of High School Musicals Club; I started this club at my school to watch and appreciate musicals. I organized and led meetings, fundraisers, and group trips to local musicals.",159551953
"Founding member and Secretary for UNICEF club; I am responsible for maintaining records of all meetings, noting down all members' hours and communicating with school staff about our events.",159558058
Founder and President; I started the Badminton club at my school to promote the sport and provide students an opportunity to enjoy it.,159558053
Founding Member of Chinese Cultural Exchange; The CCE organization's mission is to teach foreign students at our city's universities about Chinese culture and customs.,159558464
"Founder, BEcon; business and economics conference for highschoolers; 150+ attendees annually; contacted speakers; led team of Bay Area students; designed workshops.",159559391
"Founder and Executive Director, CareerConnect; hosted resume writing and professionalism workshops; led trips to networking events;  created a mentorship program;.",159559392
"Model United Nations(MUN) Founder/President; I oversee all activities in MUN, learn about diplomacy, international relations, and the United Nations. MUN also attended a mock debate.",159560144
"UNICEF Club Founder and President; This 40 member club advocates for children's rights worldwide. I conduct all meetings, plan fundraising events, attend training, and designate roles.",159560711
"Distressed Children Int'l-Pres/founder-Cnt'l FL; Ambassador-2yrs-Raise funds, sponsor children in 3rd world countries-healthcare & education-Open quarter in Central FL in charge of members(10).",159561611
Distributive Education Clubs of America: Cofounder; Creating this entrepreneurship club is part of my effort to encourage real world application and collaboration on interesting student projects.,159562938
"President, Westminster Strategy Game Club; Founded Westminster Strategy Game Club; design, test and produce paper-based strategy games; recruited members; organize club meetings for 10 members.",159564451
"Organizer, Reading Club; Founded English reading club in Lanzhou, China; recruited club members; organized weekly meetings; read, analyzed and discussed English literature.",159564452
"Member, School Traditional Instruments Orchestra; Founded the association; led members to take part in interschool contests on behalf of our high school.",159564659
"Member, School Game of Go Association; Founded the association and advertised it to attract students interested in the game; organized activities; led members to take part in contests.",159564653
"Co-Founder, Teenager Charity Organization; Organized charity events; visited to the local nursery homes and organized a lecture held in local high schools for CPR lessons.",159564651
President and Founder/OC.B. Science Club; Initiated the  club; Designed and organized science-related chamber escape games for students; sold DIY-experiment kits on school carnival.,159566471
"Founder/President of Working Together for Change; A nonprofit to end homelessness; Also tutor refugees (k-12), play with kids in transitional homes, lead Backpackathons, Featured on CBS 46 live.",159566801
"AHA Positive Psychology Club Co-Founder; Developed club's mission with support of Dean & led interactive ""Character Day"" program and screening. Developing anti-bullying program."".",1595668810
"Founder and President of Chinese Yoyo Club; Taught club members how to do Chinese Yoyo; Performed at ""Sino Nights"" and Cranbrook Tedx; Successfully spread the culture of Chinese Yoyo"".",159567252
Founder and Director of Guerrilla Kitchen Project; Brainstormed and executed a multitude of  pop-up restaurant events on campus and enlightened students about the world of culinary arts.,159567552
"Founder, Henna Fundraiser; Created annual event by selling henna tattoos to support Shishumandir School in India that provides free education for less fortunate children.",159570925
Carver Center Youth Chess Program- Founder+Teacher; Founded CC Youth Chess Summer Program- Taught and led grade school kids in chess lessons & ladder play. .,159575563
"Founder and President of JCHS Red Cross Club; Student led, hosted 2 blood drives, raised over $1,200 dollars for charity causes, Holiday Mail for Heroes.",159577931
"Co-President of the Speech and Debate Team; I co-founded the Speech and Debate club my junior year, and our team now represents the school at tournaments. I compete in public forum debate.",159579032
"Founder and President of Young Investors Club; Share passion for investing, recruit members, teach lessons related to securities and investments, participate in stock simulations.",159579313
President and Founder of the Game of Thrones Club; Founded the club and reached 50 active members.,159581209
President of Key Club International; I founded a chapter of Key Club International at my school and served as president for two years.,159581392
"Founder of the Alpharetta Investment Club; Founding the Alpharetta Investment Club has allowed me to bring my passion for finance, investing, and economics to the rest of the student body.",159581444
"Entrepreneur; CEO & Founder of two businesses; Growing my entrepreneurial ventures SubstanceUS and Connect Social has taught me to accept and recover from failure, and to never stop creating.",159581443
"Board Member, Liberty in North Korea (LiNK); As a founder of the club, I coordinated meetings and presentations to raise awareness as well as events to raise money towards the cause.",159582201
"National Art Honors Society, Founder and President; I designed and we painted 7 school murals. I planned and ran the club meetings. We volunteer at a local art center and make school posters/decoration.",159582224
"Founder and President, Club Ops; Led students to host a forum on child abuse, invited a speaker to present on the LA Riots, and worked with the KW Lee Center to register voters (500+).",159582822
"Club Founder and President, St. Paul's Book Club; I formed the St. Paul's Book Club was formed to combat what I saw as a lack of enjoyment in reading in the underclassmen. We meet twice a month.",159583325
"Co-Head, A Reel Club; I co-founded and co-head my own club. In this club we watch films and analyze them afterwards.",159585084
"Founder and President of Reading for Progress; Collected and donated 900 used children's books; partnered with United Way's ""My Very Own Library"" and with Children's Hospital of Philadelphia"".",159585521
Editor & founding member of school newspaper; Submit bi-weekly articles; edit section articles; selected by Chief Editor as Writer of the Month in October.,159585525
Vice Chair of Delaware High School Democrats; Co-founded DE chapter of national organization; organize interschool events; coordinate with local campaigns.,159585523
"Young Democrats: President and Founder; I recruited 30 members, organized a charity drive at Christmas for needy families and have hosted several  Democratic leaders.",159585692
"Integrity, Service and Excellence School Committee; As a founding member of this committee, I help create and implement awards for strong students, as well as lead weekly meetings and organize events.",159586212
Founder of LifeLit Social Enterprise; Started own social enterprise; made bracelets from recycled paper and sold them in local markets; donated proceeds to a poverty eradication nonprofit.,159586633
"President, Co-Founder at Branch Out; Disrupting Silicon Valley's diversity problem by connecting underserved students to our network of companies and educational opportunities.",159587041
"Math Club: Founder and President; Promoted and encouraged participation in math competitions: American Mathematics Competitions, Math Madness, and Moody's Mega Math Challenge.",159589136
"Founder and Editor in Cheif, Sports Magazine; As founder and editor, ran magazine with a close team. Signed sponsorship deals, and donated profits to a nursing home.",159589388
[Founder/Chief Director] Humans of High School; Started online community for high school students to share and exchange stories/ideas; participants from 16 schools/5 countries with over 5000 hits.,159589633
"[Founder/President] Res Publica Colloquy; Fights ignorance/apathy of global issues in Korea w/ Global Awareness Days, Publishes E-Journal RPC Global View, founded interschool awareness network.",159589632
"Co-founder, ""Ties R Us"" (Youth Entrepreneurship)""; A student-led business that up-cycles used ties into quality items for sale (i.e. pencil cases); profits are donated to volunteer groups.",159590335
"Thai Caddy Foundation/ Founder; I created/lead this foundation to assist caddies and golf course workers across Thailand, focusing on eye and foot health in sunny/wet environment.",159591023
Co-founder and President of High School Math Club; Introduced math knowledge to club members and organized regular club activities.,159591101
"Co-founder of School Breakfast Deliver Service; Led menu product promotion and development, client relationships maintenance on online public platform.",159591103
